,customer_id,churn_risk_score
54,fffe43004900440033003400300033003100,5
55,fffe43004900440034003700330030003600,5
56,fffe43004900440033003700340039003700,5
57,fffe43004900440034003200390031003500,3
58,fffe43004900440032003800300035003900,3
59,fffe43004900440035003900380039003600,3
60,fffe43004900440033003800370036003600,5
61,fffe43004900440032003000360033003900,4
62,fffe43004900440034003400350037003500,3
63,fffe43004900440035003800360035003600,5
64,fffe43004900440034003000350038003900,3
65,fffe43004900440032003800360032003900,5
66,fffe43004900440033003800340037003700,4
67,fffe4300490044003100350033003300,3
68,fffe43004900440035003400320034003800,4
69,fffe43004900440034003200360030003500,5
70,fffe43004900440032003600340034003800,3
71,fffe43004900440032003300310035003400,5
72,fffe43004900440033003500340034003400,4
73,fffe43004900440036003300320036003400,4
74,fffe43004900440033003600310031003300,3
75,fffe43004900440032003000310033003800,4
76,fffe43004900440035003200350034003700,4
77,fffe43004900440036003100320036003900,3
78,fffe43004900440031003000380033003100,3
79,fffe43004900440033003200310031003900,4
80,fffe43004900440032003300320035003600,5
81,fffe4300490044003900330031003400,5
82,fffe43004900440033003400350033003300,2
83,fffe43004900440035003800320031003600,2
84,fffe43004900440031003100330030003700,5
85,fffe43004900440034003200380038003200,4
86,fffe4300490044003300300039003000,3
87,fffe43004900440033003200310032003700,3
88,fffe4300490044003900310036003400,-1
89,fffe43004900440035003000320038003300,3
90,fffe43004900440035003400330032003900,3
91,fffe4300490044003500330034003300,4
92,fffe43004900440035003000330030003800,3
93,fffe43004900440033003700390035003500,2
94,fffe43004900440032003100380037003900,4
95,fffe4300490044003900340039003600,3
96,fffe43004900440032003700320035003800,5
97,fffe43004900440032003100380035003300,4
98,fffe43004900440033003600360032003800,4
99,fffe43004900440036003300360032003700,3
100,fffe43004900440032003000300031003400,3
101,fffe43004900440034003800320038003800,4
102,fffe4300490044003300370039003900,1
103,fffe43004900440031003100380033003600,5
104,fffe43004900440031003100350031003600,2
105,fffe43004900440035003800330036003500,4
106,fffe4300490044003200330037003400,3
107,fffe43004900440034003100370035003600,4
108,fffe43004900440031003100350038003400,4
109,fffe43004900440034003100360037003100,5
110,fffe43004900440032003300320038003500,4
111,fffe43004900440034003300350033003600,4
112,fffe43004900440031003600320031003300,4
113,fffe4300490044003400360031003000,5
114,fffe430049004400350030003700,3
115,fffe43004900440034003800380035003600,3
116,fffe43004900440031003900310038003600,3
117,fffe43004900440035003200390035003500,4
118,fffe43004900440031003400310032003600,4
119,fffe43004900440032003600310035003300,5
120,fffe43004900440035003200300039003400,4
121,fffe430049004400380031003400,3
122,fffe43004900440036003200390037003500,3
123,fffe4300490044003800370038003800,5
124,fffe4300490044003200360033003900,4
125,fffe43004900440033003700330036003600,5
126,fffe43004900440031003800330031003500,3
127,fffe43004900440034003700380034003600,4
128,fffe4300490044003600360037003100,5
129,fffe43004900440035003400350032003000,5
130,fffe43004900440033003100340033003100,5
131,fffe4300490044003300330034003500,-1
132,fffe43004900440034003200350036003900,4
133,fffe43004900440032003200380038003700,4
134,fffe43004900440033003400350033003900,4
135,fffe43004900440032003700370031003200,3
136,fffe4300490044003100330035003600,3
137,fffe43004900440035003500300036003500,3
138,fffe43004900440034003700390035003000,3
139,fffe4300490044003500380033003900,4
140,fffe4300490044003800320036003400,4
141,fffe43004900440035003300340034003300,4
142,fffe43004900440031003700360031003100,3
143,fffe4300490044003600340034003200,3
144,fffe43004900440033003000350035003200,2
145,fffe43004900440036003300380033003000,4
146,fffe43004900440033003300360039003200,5
147,fffe43004900440033003500350039003400,4
148,fffe43004900440033003000340031003900,3
149,fffe43004900440034003800390033003800,-1
150,fffe43004900440035003400380030003400,3
151,fffe43004900440033003700330039003200,1
152,fffe4300490044003100310038003000,3
153,fffe43004900440035003000390037003000,3
154,fffe43004900440033003500360035003600,4
155,fffe43004900440035003200340031003800,4
156,fffe43004900440032003900310034003100,4
157,fffe43004900440031003500390032003000,4
158,fffe43004900440031003500350032003800,3
159,fffe43004900440035003900390038003700,3
160,fffe43004900440035003800310039003200,3
161,fffe43004900440032003400370034003900,5
162,fffe43004900440036003000360039003000,3
163,fffe43004900440033003900390034003500,3
164,fffe43004900440034003700320032003500,4
165,fffe43004900440034003800380034003800,3
166,fffe43004900440035003900350038003600,4
167,fffe43004900440032003200390038003200,3
168,fffe43004900440033003600320033003900,4
169,fffe43004900440035003800320032003700,4
170,fffe43004900440031003900310030003300,3
171,fffe43004900440034003200300030003100,4
172,fffe43004900440032003900390036003200,4
173,fffe43004900440033003400310037003200,5
174,fffe4300490044003900360030003900,-1
175,fffe43004900440031003700310033003500,3
176,fffe43004900440034003300340034003300,5
177,fffe43004900440035003400390039003400,3
178,fffe43004900440032003800340031003200,1
179,fffe43004900440032003900360034003000,4
180,fffe43004900440036003100370031003200,3
181,fffe43004900440034003600380037003900,3
182,fffe43004900440031003700350030003900,4
183,fffe43004900440032003400320037003200,1
184,fffe43004900440034003700310035003800,3
185,fffe4300490044003200300033003100,5
186,fffe43004900440031003300360030003000,4
187,fffe43004900440033003000370030003700,1
188,fffe43004900440032003200320033003200,4
189,fffe4300490044003900330039003000,3
190,fffe43004900440035003400340032003700,3
191,fffe43004900440034003100320032003200,4
192,fffe43004900440031003300350036003300,3
193,fffe43004900440036003100370031003900,5
194,fffe43004900440032003800320032003300,5
195,fffe43004900440032003500390035003100,3
196,fffe4300490044003600380039003400,3
197,fffe43004900440035003500380030003200,5
198,fffe430049004400380036003500,5
199,fffe43004900440031003400380030003900,3
200,fffe43004900440033003600310036003900,3
201,fffe43004900440031003500320036003900,5
202,fffe430049004400310030003900,3
203,fffe43004900440034003000330038003100,5
204,fffe43004900440035003100300034003100,1
205,fffe43004900440035003500390038003300,5
206,fffe43004900440032003900320032003300,4
207,fffe4300490044003400350038003000,4
208,fffe43004900440034003400320034003500,3
209,fffe43004900440033003000390030003900,3
210,fffe43004900440033003500380033003500,5
211,fffe43004900440034003800300035003200,4
212,fffe43004900440033003500390034003600,4
213,fffe43004900440033003000310033003200,3
214,fffe43004900440032003100350038003900,3
215,fffe4300490044003700340034003500,5
216,fffe43004900440033003200320033003800,4
217,fffe43004900440032003100310032003800,4
218,fffe43004900440033003400330031003000,3
219,fffe43004900440036003100380036003400,5
220,fffe43004900440036003100310037003300,3
221,fffe43004900440033003000300035003100,4
222,fffe43004900440031003400380037003700,3
223,fffe43004900440034003600320030003000,4
224,fffe43004900440032003800330036003300,4
225,fffe4300490044003100310037003600,5
226,fffe4300490044003400310032003800,3
227,fffe43004900440034003500310032003700,3
228,fffe43004900440031003300380032003900,1
229,fffe43004900440033003600360035003000,4
230,fffe43004900440032003100300039003300,3
231,fffe43004900440032003300350031003600,5
232,fffe43004900440033003600320039003000,5
233,fffe4300490044003400380032003500,4
234,fffe43004900440034003600360035003300,5
235,fffe43004900440036003200330030003900,3
236,fffe4300490044003500380034003300,3
237,fffe4300490044003200380032003600,3
238,fffe43004900440035003300350031003700,3
239,fffe4300490044003800330032003900,3
240,fffe43004900440032003900320035003600,3
241,fffe43004900440032003500330033003200,5
242,fffe43004900440033003900390038003400,4
243,fffe43004900440032003500390037003000,4
244,fffe43004900440031003200310032003600,3
245,fffe43004900440032003500340039003800,4
246,fffe43004900440033003700320035003900,4
247,fffe43004900440035003200350039003700,4
248,fffe4300490044003300340030003600,4
249,fffe4300490044003200350036003000,3
250,fffe43004900440031003600300033003300,4
251,fffe43004900440031003800310038003400,4
252,fffe43004900440031003400380036003200,2
253,fffe4300490044003200310033003200,3
254,fffe43004900440034003700390039003800,4
255,fffe43004900440034003400350030003300,5
256,fffe43004900440031003900380036003600,5
257,fffe43004900440035003000320039003900,4
258,fffe43004900440033003200390039003000,1
259,fffe43004900440033003600370032003400,4
260,fffe43004900440031003100350036003200,4
261,fffe43004900440031003000370030003600,3
262,fffe43004900440032003700370037003900,3
263,fffe43004900440031003900340030003900,3
264,fffe43004900440035003900340030003100,3
265,fffe43004900440035003700380037003100,5
266,fffe43004900440032003900350034003400,3
267,fffe43004900440032003300320038003900,5
268,fffe43004900440033003500370030003300,3
269,fffe43004900440031003700300031003200,4
270,fffe43004900440034003000390035003800,3
271,fffe43004900440035003600310037003600,3
272,fffe43004900440033003600320032003900,3
273,fffe43004900440031003900370039003900,3
274,fffe43004900440032003900310034003500,5
275,fffe43004900440034003500350034003300,4
276,fffe43004900440035003000370030003700,4
277,fffe4300490044003800300034003900,4
278,fffe4300490044003900370036003600,4
279,fffe43004900440031003200350030003100,4
280,fffe43004900440032003800310030003600,4
281,fffe43004900440031003600340035003300,5
282,fffe4300490044003600370038003900,4
283,fffe4300490044003200310031003800,3
284,fffe43004900440034003200350039003500,1
285,fffe43004900440031003600300032003300,2
286,fffe43004900440032003400360033003700,5
287,fffe43004900440033003000300030003600,4
288,fffe43004900440031003000370039003600,3
289,fffe43004900440032003500370039003400,3
290,fffe43004900440032003400370033003700,3
291,fffe43004900440032003700320031003000,4
292,fffe43004900440034003400320030003300,3
293,fffe43004900440033003200300032003900,3
294,fffe4300490044003300310034003500,1
295,fffe43004900440035003200380030003200,1
296,fffe43004900440033003600310035003200,5
297,fffe43004900440032003000340034003700,5
298,fffe43004900440035003400370031003400,3
299,fffe43004900440032003300380034003200,4
300,fffe43004900440033003700360034003900,1
301,fffe43004900440032003500360038003600,4
302,fffe43004900440033003100350037003300,4
303,fffe43004900440036003000360035003800,3
304,fffe43004900440031003500350030003400,1
305,fffe4300490044003100340032003900,3
306,fffe43004900440035003600330032003300,5
307,fffe43004900440033003100350031003300,3
308,fffe43004900440033003900370037003000,-1
309,fffe43004900440034003600360038003700,3
310,fffe43004900440035003000350031003900,3
311,fffe43004900440033003800330036003200,3
312,fffe43004900440034003300340039003000,3
313,fffe43004900440034003900310030003500,3
314,fffe43004900440035003600310039003200,3
315,fffe43004900440031003100380036003000,4
316,fffe430049004400350035003600,4
317,fffe43004900440031003200370033003800,5
318,fffe4300490044003300300034003100,3
319,fffe43004900440036003000390037003400,1
320,fffe4300490044003100360037003400,4
321,fffe43004900440032003800320035003300,4
322,fffe4300490044003200350033003100,4
323,fffe430049004400350032003000,1
324,fffe43004900440034003500340031003800,3
325,fffe43004900440036003200390037003900,3
326,fffe43004900440031003100300032003700,3
327,fffe43004900440034003800380031003300,4
328,fffe43004900440035003400300038003500,1
329,fffe4300490044003800350034003900,5
330,fffe43004900440035003500380031003600,2
331,fffe43004900440035003500300032003800,3
332,fffe43004900440035003000330038003600,3
333,fffe4300490044003500390033003100,3
334,fffe43004900440036003100360036003100,3
335,fffe43004900440031003600390030003000,3
336,fffe43004900440034003100320036003200,3
337,fffe43004900440035003700360039003600,5
338,fffe43004900440033003000300036003100,3
339,fffe4300490044003700330036003100,4
340,fffe43004900440033003000300031003600,3
341,fffe43004900440031003600330035003400,5
342,fffe4300490044003400330037003800,-1
343,fffe43004900440034003000300036003500,5
344,fffe43004900440034003100350031003000,3
345,fffe43004900440033003600390030003600,3
346,fffe43004900440033003000330031003700,5
347,fffe43004900440032003000360037003000,5
348,fffe43004900440035003500370033003300,4
349,fffe43004900440032003700330030003000,4
350,fffe43004900440031003000350032003900,3
351,fffe4300490044003900330032003400,4
352,fffe43004900440034003900380038003400,3
353,fffe43004900440031003800300030003800,3
354,fffe43004900440034003100380039003800,4
355,fffe43004900440032003500330037003000,3
356,fffe43004900440034003100380038003100,3
357,fffe4300490044003100330030003700,4
358,fffe430049004400360030003500,3
359,fffe43004900440031003000310033003300,-1
360,fffe43004900440034003800300032003300,3
361,fffe43004900440036003300300030003400,5
362,fffe43004900440031003200370030003600,5
363,fffe43004900440035003800310032003200,3
364,fffe4300490044003900370039003400,3
365,fffe43004900440031003200300034003400,4
366,fffe43004900440035003900380037003800,3
367,fffe43004900440031003600370038003900,3
368,fffe4300490044003200300037003800,5
369,fffe43004900440035003400390033003800,3
370,fffe43004900440032003800300034003000,2
371,fffe43004900440035003700360037003100,3
372,fffe43004900440034003600370030003700,4
373,fffe4300490044003200310035003400,4
374,fffe43004900440031003400350032003500,3
375,fffe4300490044003800300036003300,4
376,fffe43004900440035003300320031003900,5
377,fffe43004900440033003300300038003800,3
378,fffe43004900440032003400330032003500,3
379,fffe4300490044003200330038003900,3
380,fffe43004900440031003800350030003300,3
381,fffe43004900440034003900330039003800,4
382,fffe43004900440032003000390030003900,4
383,fffe43004900440032003900350030003700,3
384,fffe43004900440033003800330033003200,5
385,fffe43004900440033003100340037003500,3
386,fffe4300490044003600330034003900,5
387,fffe43004900440032003100340031003400,4
388,fffe4300490044003500350038003700,-1
389,fffe43004900440035003600380034003600,3
390,fffe43004900440034003800330032003100,4
391,fffe43004900440033003700310035003700,5
392,fffe4300490044003800300038003600,3
393,fffe43004900440035003500350030003000,4
394,fffe43004900440034003600330038003200,3
395,fffe43004900440036003000380038003800,3
396,fffe43004900440031003100320037003100,3
397,fffe43004900440031003200360030003600,5
398,fffe4300490044003400380036003200,5
399,fffe43004900440036003300320033003600,3
400,fffe43004900440033003400340033003600,4
401,fffe43004900440036003300370035003900,3
402,fffe4300490044003800320035003500,3
403,fffe43004900440035003300380030003700,5
404,fffe4300490044003100300030003100,5
405,fffe43004900440032003000370031003900,4
406,fffe43004900440035003500360038003600,4
407,fffe43004900440035003900330036003700,4
408,fffe43004900440031003000360038003600,3
409,fffe430049004400370030003200,3
410,fffe43004900440033003100300039003400,3
411,fffe43004900440036003300340031003500,3
412,fffe43004900440033003100350030003700,4
413,fffe43004900440033003800370033003300,3
414,fffe43004900440036003100380039003300,5
415,fffe43004900440032003400340035003300,3
416,fffe43004900440031003700360039003700,5
417,fffe43004900440035003200340032003400,5
418,fffe43004900440031003700330035003100,5
419,fffe43004900440031003800320033003200,3
420,fffe43004900440031003400390039003500,4
421,fffe43004900440034003400310039003100,2
422,fffe4300490044003300360039003600,3
423,fffe43004900440035003900330038003600,3
424,fffe43004900440034003900340037003800,4
425,fffe4300490044003500370032003300,3
426,fffe43004900440035003100320037003200,5
427,fffe4300490044003600370034003000,4
428,fffe43004900440036003300350034003800,3
429,fffe43004900440034003400330036003400,4
430,fffe43004900440034003600330031003200,1
431,fffe43004900440032003200390035003700,4
432,fffe4300490044003400300036003900,3
433,fffe43004900440032003200350033003800,3
434,fffe43004900440035003900390035003900,5
435,fffe43004900440031003000360030003600,5
436,fffe43004900440034003900300033003300,3
437,fffe43004900440032003100320038003500,4
438,fffe43004900440034003600350034003500,5
439,fffe43004900440033003600350039003100,4
440,fffe43004900440032003800370032003300,1
441,fffe43004900440034003400300032003600,3
442,fffe43004900440035003200380035003900,3
443,fffe43004900440031003900340034003400,2
444,fffe43004900440035003800370037003100,3
445,fffe43004900440036003000360039003900,5
446,fffe43004900440033003900370033003500,5
447,fffe43004900440033003200300031003200,5
448,fffe43004900440032003900310033003500,5
449,fffe43004900440034003000320038003100,2
450,fffe43004900440033003400340033003900,5
451,fffe4300490044003600360032003100,3
452,fffe43004900440035003000330034003400,4
453,fffe4300490044003300360033003200,5
454,fffe43004900440032003400320030003400,3
455,fffe43004900440036003100380039003800,3
456,fffe430049004400370031003000,4
457,fffe43004900440032003700310030003700,3
458,fffe43004900440031003200350032003900,5
459,fffe43004900440032003500330039003500,1
460,fffe43004900440034003800340038003300,3
461,fffe43004900440031003400300030003000,2
462,fffe43004900440031003800360031003500,3
463,fffe43004900440033003200390030003000,4
464,fffe43004900440031003700320031003700,1
465,fffe43004900440035003000360039003200,5
466,fffe43004900440035003600340031003300,3
467,fffe4300490044003600350038003900,5
468,fffe43004900440032003800330037003400,3
469,fffe43004900440033003000300037003300,3
470,fffe430049004400370038003400,2
471,fffe43004900440033003700380039003600,4
472,fffe43004900440034003900390038003700,3
473,fffe43004900440034003500360031003400,3
474,fffe43004900440031003200360038003500,5
475,fffe43004900440032003900370031003700,4
476,fffe43004900440034003700340032003200,4
477,fffe43004900440031003100370036003400,5
478,fffe43004900440033003500350037003000,3
479,fffe43004900440036003200340036003700,3
480,fffe4300490044003600310037003600,4
481,fffe43004900440034003400300036003500,4
482,fffe43004900440031003200330030003200,4
483,fffe43004900440034003800390036003200,3
484,fffe43004900440033003300350030003500,4
485,fffe43004900440033003400390038003300,3
486,fffe43004900440032003200380030003100,5
487,fffe4300490044003600320036003200,3
488,fffe43004900440035003300330035003200,4
489,fffe43004900440031003400320039003900,3
490,fffe43004900440033003800340034003200,5
491,fffe43004900440035003200380034003900,4
492,fffe4300490044003900340030003000,4
493,fffe43004900440035003100330036003900,4
494,fffe43004900440034003100300031003000,4
495,fffe43004900440031003800310033003100,1
496,fffe43004900440032003100390039003700,5
497,fffe43004900440033003600390030003200,4
498,fffe43004900440033003300390039003200,3
499,fffe4300490044003300300035003400,5
500,fffe43004900440032003600380034003900,4
501,fffe43004900440033003400340033003300,4
502,fffe4300490044003600370030003900,4
503,fffe4300490044003100310031003000,3
504,fffe43004900440036003000350038003700,3
505,fffe4300490044003600300038003900,3
506,fffe43004900440032003100300033003400,3
507,fffe43004900440034003800300034003700,3
508,fffe43004900440035003400300037003500,5
509,fffe43004900440035003900350031003300,2
510,fffe43004900440034003200350035003200,4
511,fffe43004900440032003600310032003700,1
512,fffe43004900440034003800360037003800,4
513,fffe43004900440033003300320033003100,3
514,fffe4300490044003900310036003100,4
515,fffe43004900440033003800340039003400,3
516,fffe43004900440033003300370032003100,4
517,fffe43004900440035003900380030003100,3
518,fffe4300490044003300360038003400,3
519,fffe43004900440034003800330037003400,4
520,fffe43004900440032003800340034003500,1
521,fffe43004900440034003000310031003900,3
522,fffe43004900440035003100320038003300,3
523,fffe43004900440031003900380032003100,4
524,fffe43004900440033003100340030003700,4
525,fffe4300490044003100350038003000,4
526,fffe43004900440034003800340036003700,3
527,fffe4300490044003100340033003200,4
528,fffe43004900440034003600300032003900,3
529,fffe43004900440034003900360032003400,-1
530,fffe43004900440031003300330036003300,3
531,fffe4300490044003300340039003200,5
532,fffe43004900440035003500360039003900,3
533,fffe4300490044003800330038003500,5
534,fffe43004900440034003800350038003400,4
535,fffe43004900440031003300300033003100,1
536,fffe4300490044003200390034003900,3
537,fffe43004900440031003800300034003900,3
538,fffe43004900440031003300320030003000,5
539,fffe43004900440032003900310033003700,4
540,fffe43004900440031003900340031003300,3
541,fffe43004900440033003600360032003300,3
542,fffe43004900440032003800360034003200,3
543,fffe43004900440032003600350037003700,3
544,fffe43004900440035003800310035003400,3
545,fffe43004900440032003000390030003200,4
546,fffe43004900440034003300360035003900,3
547,fffe4300490044003300360034003400,4
548,fffe43004900440032003700300036003400,3
549,fffe4300490044003500350038003300,3
550,fffe430049004400320030003000,-1
551,fffe43004900440035003500360031003500,3
552,fffe43004900440033003400310038003400,3
553,fffe43004900440034003200350034003400,5
554,fffe43004900440035003100330031003600,4
555,fffe43004900440034003000330034003000,4
556,fffe43004900440032003800340030003400,3
557,fffe43004900440033003200350037003100,3
558,fffe43004900440032003300360038003500,3
559,fffe43004900440033003600310030003900,5
560,fffe43004900440034003100330035003800,3
561,fffe43004900440035003500330037003100,4
562,fffe43004900440035003800380038003300,4
563,fffe4300490044003500360036003000,3
564,fffe43004900440032003200380031003500,4
565,fffe43004900440033003500300036003500,-1
566,fffe4300490044003900390038003100,4
567,fffe4300490044003700350030003300,3
568,fffe43004900440032003200330030003100,3
569,fffe43004900440035003000350036003500,-1
570,fffe43004900440034003000340032003100,5
571,fffe43004900440034003300300030003900,4
572,fffe43004900440033003200310038003900,3
573,fffe4300490044003800390034003800,5
574,fffe43004900440033003000360035003700,4
575,fffe43004900440035003600380032003000,3
576,fffe43004900440031003500390035003100,-1
577,fffe43004900440035003000300037003400,4
578,fffe43004900440031003300330033003700,5
579,fffe43004900440031003900330034003700,4
580,fffe43004900440032003500320032003400,4
581,fffe4300490044003200340034003900,5
582,fffe43004900440032003200370032003700,3
583,fffe43004900440033003300370038003200,4
584,fffe43004900440036003000340038003400,3
585,fffe43004900440031003700380030003900,4
586,fffe43004900440033003100350030003000,3
587,fffe4300490044003400360035003800,5
588,fffe43004900440032003300390037003600,4
589,fffe43004900440032003000340031003100,-1
590,fffe43004900440032003800310035003200,3
591,fffe43004900440034003500370031003700,4
592,fffe43004900440032003200380039003900,5
593,fffe43004900440031003700370038003400,5
594,fffe43004900440031003900320039003700,2
595,fffe43004900440033003800300036003400,4
596,fffe43004900440034003600330031003300,5
597,fffe4300490044003300350036003800,3
598,fffe43004900440032003200350037003900,5
599,fffe4300490044003200350036003700,4
600,fffe4300490044003200350037003300,3
601,fffe4300490044003200360033003000,3
602,fffe43004900440031003800330039003300,4
603,fffe43004900440032003000320030003900,4
604,fffe43004900440034003400340034003100,4
605,fffe4300490044003900350037003500,4
606,fffe43004900440036003000300030003500,4
607,fffe43004900440034003900390033003600,5
608,fffe43004900440035003400350030003100,3
609,fffe43004900440036003300370039003400,5
610,fffe43004900440032003100330039003900,5
611,fffe43004900440033003300340037003500,4
612,fffe43004900440031003900300032003600,4
613,fffe43004900440031003500330034003600,2
614,fffe43004900440033003900330030003500,3
615,fffe43004900440035003800350033003400,4
616,fffe4300490044003700370036003200,3
617,fffe430049004400320038003200,4
618,fffe4300490044003800340033003300,4
619,fffe43004900440033003100390039003200,2
620,fffe4300490044003600350032003400,3
621,fffe43004900440035003400340030003100,2
622,fffe43004900440031003700350035003200,3
623,fffe43004900440032003100320034003800,3
624,fffe43004900440034003400340035003900,5
625,fffe4300490044003200310033003000,4
626,fffe43004900440032003200360039003600,5
627,fffe43004900440031003900340030003100,3
628,fffe43004900440031003700370031003500,3
629,fffe4300490044003200360035003800,3
630,fffe43004900440034003100380039003000,1
631,fffe430049004400330035003500,2
632,fffe43004900440034003600310036003400,3
633,fffe43004900440033003900340037003500,5
634,fffe43004900440035003800340032003200,3
635,fffe43004900440032003700360038003200,3
636,fffe4300490044003800330030003800,3
637,fffe43004900440032003900320034003400,1
638,fffe43004900440031003300340033003000,4
639,fffe43004900440034003900300033003100,-1
640,fffe43004900440032003600390032003800,4
641,fffe43004900440034003000310036003500,1
642,fffe4300490044003200340038003200,3
643,fffe4300490044003900340030003100,5
644,fffe43004900440031003000310035003400,3
645,fffe43004900440034003700380033003600,4
646,fffe43004900440035003000370031003000,3
647,fffe43004900440033003300380036003400,3
648,fffe43004900440033003400300035003300,4
649,fffe43004900440032003900380031003200,3
650,fffe43004900440035003800310031003600,4
651,fffe43004900440034003600300030003700,3
652,fffe4300490044003100340031003400,3
653,fffe43004900440033003100370030003200,5
654,fffe4300490044003100310039003000,5
655,fffe43004900440031003700310035003600,3
656,fffe4300490044003800370035003500,3
657,fffe43004900440035003300310037003900,3
658,fffe4300490044003300330030003200,4
659,fffe43004900440032003600310035003200,3
660,fffe43004900440035003100360032003000,4
661,fffe43004900440034003800320038003200,1
662,fffe4300490044003300310032003700,2
663,fffe43004900440031003800340033003200,4
664,fffe43004900440033003400310038003000,4
665,fffe4300490044003200300037003400,4
666,fffe43004900440035003200320035003000,-1
667,fffe43004900440031003000350038003400,4
668,fffe43004900440032003500310036003300,3
669,fffe43004900440035003200340030003600,3
670,fffe43004900440035003600370031003200,3
671,fffe43004900440031003800370034003400,4
672,fffe430049004400390030003200,1
673,fffe43004900440036003300300030003700,5
674,fffe43004900440031003500390032003700,3
675,fffe43004900440031003800300039003400,3
676,fffe43004900440031003000390031003900,3
677,fffe43004900440031003700310037003300,3
678,fffe43004900440035003000380035003900,3
679,fffe43004900440033003000360032003800,3
680,fffe4300490044003300310039003300,4
681,fffe43004900440032003000380032003300,3
682,fffe43004900440032003500350036003500,3
683,fffe43004900440033003600390033003200,3
684,fffe4300490044003600310038003200,3
685,fffe43004900440034003100310034003200,3
686,fffe43004900440031003200340033003200,5
687,fffe43004900440032003400300039003600,5
688,fffe43004900440032003500380036003000,3
689,fffe43004900440034003600350031003500,3
690,fffe43004900440035003500390032003400,4
691,fffe43004900440032003600360036003300,3
692,fffe43004900440033003800360036003100,3
693,fffe4300490044003200390032003500,4
694,fffe43004900440032003300340030003700,3
695,fffe43004900440035003100340038003100,3
696,fffe43004900440032003800310031003100,1
697,fffe43004900440033003200340039003100,1
698,fffe430049004400330038003700,5
699,fffe43004900440035003700320039003400,3
700,fffe43004900440032003000320036003700,5
701,fffe43004900440033003700310031003500,1
702,fffe43004900440032003600300033003600,-1
703,fffe43004900440033003800370036003100,3
704,fffe43004900440034003100330030003300,5
705,fffe43004900440035003200330036003000,5
706,fffe43004900440031003200340039003700,5
707,fffe43004900440035003200340034003300,4
708,fffe43004900440033003900310037003300,4
709,fffe43004900440033003300390034003600,4
710,fffe43004900440031003400310039003700,1
711,fffe43004900440034003000350038003200,4
712,fffe43004900440035003800380030003500,3
713,fffe43004900440035003700360036003500,4
714,fffe43004900440032003200390035003400,3
715,fffe43004900440031003900300034003500,3
716,fffe43004900440031003500300034003300,3
717,fffe43004900440032003100310036003200,5
718,fffe43004900440031003400350032003000,4
719,fffe43004900440035003000350030003600,4
720,fffe43004900440034003800310036003400,4
721,fffe43004900440035003200340037003200,3
722,fffe43004900440035003200310032003000,3
723,fffe43004900440034003100370039003500,3
724,fffe43004900440036003100380032003500,3
725,fffe43004900440031003600340038003000,4
726,fffe43004900440035003400330038003400,3
727,fffe43004900440034003000320038003300,3
728,fffe43004900440032003600300033003700,3
729,fffe43004900440031003300310033003300,4
730,fffe43004900440033003300330037003000,4
731,fffe4300490044003800350035003900,4
732,fffe43004900440034003400350030003100,5
733,fffe4300490044003300300036003000,5
734,fffe43004900440031003900360039003800,3
735,fffe43004900440031003300360030003700,3
736,fffe43004900440031003600330031003500,1
737,fffe4300490044003400330039003200,3
738,fffe43004900440031003800310038003000,3
739,fffe43004900440032003100370038003800,4
740,fffe43004900440033003400390039003800,3
741,fffe43004900440032003800360034003600,4
742,fffe43004900440035003900340033003100,2
